Id,SalePrice
1724,204791.766381
1725,233257.442015
1726,186453.052466
1727,161408.74922
1728,181854.089493
1729,168282.672657
1730,159027.9789
1731,120422.788367
1732,126713.17868
1733,117948.840769
1734,127643.04818
1735,126714.853462
1736,109327.636254
1737,323092.906442
1738,234371.641486
1739,250390.803321
1740,194223.668117
1741,179609.081043
1742,173096.490273
1743,176713.23419
1744,310164.272239
1745,229964.04499
1746,220488.361317
1747,215988.827184
1748,209043.599555
1749,152128.6485
1750,135974.279466
1751,241348.496765
1752,118328.824263
1753,149195.926676
1754,203649.569289
1755,166022.653395
1756,122034.095131
1757,120702.261026
1758,146557.531805
1759,164105.537803
1760,163322.798128
1761,149773.723212
1762,175340.996661
1763,179622.245428
1764,115427.487955
1765,167489.591964
1766,180059.902675
1767,210049.010693
1768,140271.870607
1769,171637.022911
1770,147411.701736
1771,129655.944677
1772,134821.272404
1773,131872.110599
1774,136040.431927
1775,136679.381656
1776,125493.384519
1777,112887.323965
1778,135517.489064
1779,117173.081158
1780,181044.033511
1781,129496.599198
1782,90847.646444
1783,136465.992006
1784,100072.206755
1785,119937.23304
1786,141175.971549
1787,166185.262019
1788,59812.4785683
1789,96074.2006107
1790,79452.4851963
1791,172304.496283
1792,156933.21593
1793,129829.615948
1794,147980.968811
1795,136242.65781
1796,126426.071933
1797,114628.532254
1798,122514.013541
1799,111477.885043
1800,128649.294438
1801,128399.186653
1802,149447.90034
1803,150042.981705
1804,138381.009524
1805,134653.418958
1806,119277.335145
1807,136227.412199
1808,124929.564774
1809,125674.272182
1810,138097.020352
1811,101167.209475
1812,106879.074422
1813,122954.061332
1814,99422.5640002
1815,56391.1524214
1816,99300.7757634
1817,112172.307516
1818,134910.147562
1819,121420.372676
1820,61803.4497379
1821,120806.191498
1822,147372.774643
1823,49800.8670198
1824,129708.435241
1825,136494.914428
1826,103593.193134
1827,105517.90589
1828,135592.009866
1829,119423.691361
1830,139543.557812
1831,156078.673632
1832,87527.8068693
1833,144013.433951
1834,120878.173681
1835,138437.742863
1836,125445.933119
1837,93473.2868868
1838,127613.108867
1839,93538.1788244
1840,152963.185164
1841,140820.813327
1842,91260.2363802
1843,133386.540456
1844,139548.792829
1845,140597.948484
1846,154577.318033
1847,161036.013812
1848,56553.4714521
1849,116884.031578
1850,123665.521618
1851,148269.736103
1852,126570.747023
1853,125727.69852
1854,171206.035703
1855,152381.569628
1856,224860.970915
1857,143066.637219
1858,135958.909525
1859,119292.790904
1860,149080.584184
1861,118845.711303
1862,306313.150296
1863,291822.897647
1864,291872.313072
1865,333002.907438
1866,327382.053596
1867,230796.000992
1868,291392.097095
1869,198552.795105
1870,231512.988775
1871,256385.581661
1872,174142.606686
1873,230856.718979
1874,147177.615187
1875,203296.187527
1876,197329.798407
1877,208208.148138
1878,206936.702296
1879,129750.665705
1880,132496.154983
1881,242955.948004
1882,246706.260194
1883,192701.201538
1884,212655.797311
1885,245449.759945
1886,291056.540465
1887,210313.537481
1888,271091.899217
1889,170171.726059
1890,122679.99091
1891,137623.771471
1892,102983.016534
1893,130998.925493
1894,125205.826981
1895,138149.413856
1896,126103.858694
1897,116254.998498
1898,107081.397559
1899,147001.886034
1900,156770.879142
1901,168292.157238
1902,146433.355109
1903,220534.708476
1904,139044.675733
1905,188097.124537
1906,147691.225314
1907,203976.612663
1908,110161.607618
1909,132383.102992
1910,122805.675965
1911,208639.865149
1912,296620.58935
1913,137233.862113
1914,58077.225384
1915,305992.042822
1916,69050.417027
1917,247428.206765
1918,138247.116125
1919,170268.009253
1920,158030.71107
1921,371402.907106
1922,318242.485164
1923,222625.079778
1924,223404.333258
1925,209711.721793
1926,367923.104396
1927,134692.011357
1928,161361.195128
1929,124485.998955
1930,128906.775389
1931,140458.319963
1932,139238.490528
1933,177075.597747
1934,181980.125446
1935,172602.064134
1936,193041.88142
1937,183717.955782
1938,169838.343116
1939,245349.116616
1940,195181.775709
1941,173127.927671
1942,189629.855175
1943,207711.295727
1944,343295.986122
1945,379880.327691
1946,140176.919777
1947,276670.585828
1948,167927.894883
1949,248797.949969
1950,187918.700646
1951,253875.825394
1952,220777.913173
1953,165672.546834
1954,195027.402352
1955,135657.535299
1956,289571.990816
1957,157750.434835
1958,298519.610526
1959,144503.321048
1960,116040.398375
1961,119055.011608
1962,95742.0556894
1963,103800.69857
1964,109008.894071
1965,144968.738115
1966,145908.866843
1967,295476.065862
1968,393179.220091
1969,378339.617633
1970,409733.655414
1971,438243.35858
1972,361186.186242
1973,270176.000096
1974,331256.672223
1975,468289.176901
1976,275932.039745
1977,359426.574508
1978,346107.033936
1979,320510.559183
1980,199857.160505
1981,341251.925139
1982,225417.358853
1983,211550.882539
1984,170067.947782
1985,216481.765681
1986,209791.314931
1987,185272.84063
1988,175156.470382
1989,189722.999641
1990,213359.921806
1991,223572.224541
1992,216701.467446
1993,171031.752085
1994,235331.580803
1995,183715.222258
1996,250880.365889
1997,322149.279081
1998,328593.407981
1999,268111.051947
2000,310310.073639
2001,278153.628575
2002,240418.98198
2003,250745.93343
2004,274786.146383
2005,226790.986523
2006,222298.270524
2007,247410.828927
2008,212800.257448
2009,195400.848649
2010,194049.050593
2011,140973.688526
2012,177989.69184
2013,180477.463991
2014,187104.733468
2015,202967.578931
2016,193063.336583
2017,198862.156921
2018,118307.836531
2019,132836.631129
2020,110327.960315
2021,107592.271811
2022,180805.665003
2023,147867.672026
2024,246834.262185
2025,339463.71527
2026,180815.276774
2027,156692.213723
2028,154191.331334
2029,168541.186011
2030,267417.925036
2031,227842.990023
2032,253358.997863
2033,254794.363444
2034,171450.691931
2035,212584.955394
2036,192133.975014
2037,199569.888917
2038,309389.757422
2039,213126.650269
2040,329875.088573
2041,283569.805537
2042,208627.567272
2043,172496.443116
2044,168891.815382
2045,215125.645359
2046,144192.089611
2047,147899.808319
2048,137892.849777
2049,141138.30903
2050,171263.96173
2051,103120.003379
2052,129937.926665
2053,146173.089782
2054,88744.5731768
2055,158571.650218
2056,139279.123487
2057,119725.305503
2058,213473.261369
2059,130213.231201
2060,165414.202297
2061,173555.200431
2062,133127.830362
2063,115400.44374
2064,138180.352668
2065,118212.079617
2066,171438.957946
2067,114377.295407
2068,143690.543527
2069,87414.324535
2070,115091.328575
2071,92612.7577755
2072,138495.349208
2073,134127.568327
2074,185725.156273
2075,148402.587619
2076,118917.734665
2077,149669.821751
2078,126716.015409
2079,134993.277335
2080,115459.106534
2081,124980.515371
2082,124441.945045
2083,148028.414666
2084,109038.537784
2085,122893.494586
2086,109886.952447
2087,122869.433584
2088,103012.983326
2089,84635.3409625
2090,124122.32004
2091,114255.547494
2092,126087.052696
2093,123943.465522
2094,127725.056484
2095,148031.999768
2096,87570.7624476
2097,99539.1725678
2098,149596.946953
2099,55466.2747037
2100,87900.9555679
2101,115640.337352
2102,137662.245116
2103,104680.430064
2104,134788.795503
2105,127297.929221
2106,69658.3528715
2107,206165.166935
2108,118623.726265
2109,113675.629587
2110,124868.379036
2111,147165.944211
2112,137108.714254
2113,120118.924442
2114,116233.900706
2115,152457.63708
2116,112902.232731
2117,145079.096798
2118,123088.23197
2119,111638.01189
2120,110019.303694
2121,108743.270228
2122,108744.077314
2123,85890.2155725
2124,175019.790096
2125,127918.552088
2126,154425.621251
2127,154642.115181
2128,124642.346654
2129,95505.553792
2130,139398.374836
2131,145121.049518
2132,113866.825575
2133,118152.385081
2134,121712.927641
2135,101637.874867
2136,83419.9326732
2137,110266.295477
2138,135978.12987
2139,152621.825758
2140,137308.80891
2141,151216.925654
2142,131618.272808
2143,145892.936329
2144,115216.110901
2145,136176.894801
2146,161277.402352
2147,152520.697324
2148,132934.946728
2149,144262.536461
2150,231974.865648
2151,130123.991842
2152,165708.420658
2153,156351.412561
2154,106690.484169
2155,134744.865865
2156,233221.484607
2157,231841.226471
2158,235060.569238
2159,217268.904248
2160,178482.685604
2161,242342.902838
2162,398016.58689
2163,337789.211978
2164,252427.602673
2165,190306.312024
2166,153536.718238
2167,212864.238446
2168,201197.24484
2169,196979.235602
2170,218366.384914
2171,152420.722547
2172,136251.092695
2173,167878.670219
2174,227810.839083
2175,296438.387367
2176,315107.40873
2177,243285.307363
2178,213834.123998
2179,140407.984615
2180,187083.441169
2181,194628.324955
2182,228643.400821
2183,192953.13151
2184,128203.07551
2185,128622.467141
2186,144659.585868
2187,148360.860088
2188,155364.445826
2189,221753.72849
2190,80058.4863516
2191,85070.2913699
2192,89168.2835269
2193,104054.47426
2194,99644.0983722
2195,106200.449306
2196,106750.611423
2197,116442.593096
2198,159841.96319
2199,169568.448291
2200,138813.586211
2201,141971.399648
2202,207121.204148
2203,146307.451487
2204,172009.671587
2205,118039.133943
2206,131215.447201
2207,216868.542397
2208,253019.604486
2209,213013.925364
2210,118488.140143
2211,116492.208743
2212,115632.793063
2213,106785.653447
2214,137234.881201
2215,102635.43944
2216,147167.609521
2217,64806.9765826
2218,78481.8894463
2219,66887.9745465
2220,66694.0398179
2221,306267.000068
2222,268235.729264
2223,283672.875698
2224,215137.658392
2225,127262.993605
2226,174400.049672
2227,194454.944278
2228,272078.933405
2229,240012.495658
2230,157440.300245
2231,214133.090589
2232,177202.518272
2233,177370.306626
2234,241911.853909
2235,209602.891822
2236,256841.289975
2237,325119.984241
2238,198722.674289
2239,114929.119322
2240,159167.415363
2241,150351.01009
2242,129553.221077
2243,132830.731019
2244,99752.7348073
2245,96220.7931817
2246,140865.941213
2247,111551.306424
2248,119653.650422
2249,119773.283699
2250,131864.240565
2251,111529.2321
2252,179647.914225
2253,156774.064035
2254,181736.254886
2255,186476.356405
2256,179369.94696
2257,201052.828833
2258,166323.848961
2259,175326.682546
2260,151991.043101
2261,194047.819673
2262,208727.285438
2263,358825.680052
2264,445163.466235
2265,168894.917513
2266,296376.536734
2267,346743.689979
2268,402526.37956
2269,158659.188407
2270,193889.898316
2271,228733.081384
2272,198950.163998
2273,163618.045336
2274,178859.203549
2275,156642.84142
2276,179223.978537
2277,179069.152193
2278,154034.39732
2279,123390.78823
2280,115807.874545
2281,170285.452887
2282,178348.663101
2283,102475.393513
2284,111128.881868
2285,145515.224136
2286,126695.102955
2287,358649.850022
2288,275173.731782
2289,362032.241798
2290,429966.057136
2291,325140.84484
2292,424950.445392
2293,460951.214494
2294,394293.600582
2295,461101.402706
2296,276004.082268
2297,337414.594571
2298,335822.387934
2299,350750.009295
2300,329831.446366
2301,304690.544874
2302,247728.338073
2303,243948.55811
2304,246321.128027
2305,190301.264204
2306,187673.80078
2307,193083.594673
2308,226474.386589
2309,285016.663219
2310,216343.191535
2311,201358.07778
2312,174596.287215
2313,172773.697107
2314,173225.933834
2315,177207.971617
2316,189858.579422
2317,185358.385006
2318,175854.243296
2319,180071.79802
2320,184154.694366
2321,238076.392047
2322,174128.485109
2323,194294.250645
2324,175510.057463
2325,218879.285487
2326,174396.320724
2327,207609.077839
2328,221515.208448
2329,189212.064293
2330,179390.867563
2331,342186.638487
2332,401686.896162
2333,317590.381361
2334,261433.702327
2335,275177.398567
2336,313941.15187
2337,200056.750469
2338,270148.547863
2339,224613.715457
2340,386243.281445
2341,216709.46638
2342,237897.143229
2343,227816.24601
2344,229147.826609
2345,235018.758748
2346,211829.834513
2347,197703.253664
2348,235473.947642
2349,168524.067029
2350,299045.609943
2351,257902.013917
2352,244160.921015
2353,214566.310678
2354,133529.513958
2355,153703.230247
2356,152471.804884
2357,195052.838529
2358,199491.820578
2359,128622.060323
2360,117681.542701
2361,143056.478599
2362,262285.250725
2363,140849.723361
2364,152526.389067
2365,213603.608416
2366,190200.674785
2367,222740.896466
2368,210255.687947
2369,220456.514469
2370,168063.401252
2371,168847.635181
2372,180899.924761
2373,274779.885489
2374,299521.325706
2375,243256.396321
2376,270157.34362
2377,322432.480967
2378,143227.007067
2379,196366.034337
2380,147350.999912
2381,166166.874861
2382,199242.893131
2383,209366.499588
2384,242857.652298
2385,155547.850203
2386,136167.410521
2387,136369.812105
2388,103427.813406
2389,120078.775914
2390,146385.489291
2391,139279.130524
2392,113866.787016
2393,169706.072647
2394,144251.178279
2395,204495.55273
2396,143737.53897
2397,211101.41336
2398,128860.607351
2399,63352.2911803
2400,62422.9784805
2401,120444.121846
2402,138140.623517
2403,141329.040588
2404,152682.668986
2405,159354.957052
2406,136661.363704
2407,123949.915378
2408,143441.899432
2409,126850.679468
2410,168537.918525
2411,117077.554692
2412,157542.706133
2413,135266.721124
2414,149578.309169
2415,131768.749589
2416,127376.758897
2417,129867.7105
2418,128551.507164
2419,127434.063891
2420,123292.583508
2421,146346.000978
2422,110421.157654
2423,120370.74232
2424,155827.027179
2425,170680.081477
2426,126063.636651
2427,134538.305997
2428,175981.839639
2429,113248.330301
2430,131703.23082
2431,107298.986108
2432,141818.023109
2433,144942.699547
2434,142419.136198
2435,150984.557108
2436,103779.996612
2437,103680.581646
2438,122456.999162
2439,105576.68147
2440,124198.421811
2441,97078.2410495
2442,100457.900702
2443,122873.017027
2444,130263.113902
2445,92593.4237558
2446,132724.174718
2447,191904.799172
2448,133116.522975
2449,114006.069706
2450,155723.174133
2451,119633.951417
2452,199317.217545
2453,95966.8610507
2454,119480.99673
2455,109413.66268
2456,136289.011596
2457,129218.485057
2458,119963.908088
2459,109232.566395
2460,141420.132777
2461,123671.73538
2462,134344.773587
2463,122192.683567
2464,157685.229328
2465,137090.789517
2466,118757.447391
2467,145479.209726
2468,86845.3010313
2469,86083.6472688
2470,186945.146542
2471,213340.841277
2472,161638.486737
2473,117552.767335
2474,84153.4385917
2475,219496.229571
2476,115328.369679
2477,129535.735649
2478,157732.650981
2479,108640.879876
2480,145073.822392
2481,120276.626204
2482,128510.453508
2483,113286.001362
2484,120304.702626
2485,123791.940528
2486,149542.584171
2487,164324.820956
2488,164432.975087
2489,154638.756374
2490,148344.62342
2491,92479.689199
2492,191781.32672
2493,149994.31075
2494,155533.179489
2495,95869.3561986
2496,228798.128161
2497,148148.180388
2498,110466.020067
2499,87445.3618502
2500,121398.755286
2501,135268.918089
2502,143207.725058
2503,101205.608478
2504,178318.011475
2505,225206.912717
2506,251190.601559
2507,287002.194595
2508,250260.722806
2509,219558.117624
2510,224111.296419
2511,181131.151896
2512,214937.841092
2513,221633.348845
2514,244492.033431
2515,149172.91895
2516,168660.035482
2517,141206.901083
2518,151141.326208
2519,234349.768806
2520,216103.140103
2521,192203.680481
2522,222488.818694
2523,123913.838364
2524,138379.097768
2525,146577.761821
2526,140014.574262
2527,114950.881023
2528,129182.069807
2529,133512.760409
2530,120630.075003
2531,249749.409533
2532,229779.102992
2533,195927.974595
2534,237671.908176
2535,291482.053389
2536,231716.633587
2537,231023.001995
2538,184865.849437
2539,190039.272544
2540,177317.588487
2541,182845.171371
2542,163795.597652
2543,122882.330812
2544,124420.828824
2545,135657.628981
2546,132338.917595
2547,135346.389237
2548,150958.881743
2549,158778.800194
2550,455920.790467
2551,140532.040953
2552,123563.659902
2553,81050.1892001
2554,101772.202323
2555,107699.923277
2556,99349.5085388
2557,109905.555394
2558,148542.073774
2559,141067.017536
2560,139887.824054
2561,147348.733432
2562,136888.769934
2563,147054.721998
2564,186406.407653
2565,129090.865236
2566,148058.9242
2567,138545.116397
2568,190069.117063
2569,210146.180836
2570,115962.262748
2571,178278.119383
2572,162892.060129
2573,225855.866848
2574,290003.287962
2575,128735.260723
2576,123838.745343
2577,153905.045844
2578,89808.1924518
2579,68565.6472547
2580,104487.182743
2581,110011.512817
2582,111217.07951
2583,273387.335448
2584,171585.9036
2585,182329.179321
2586,215545.830717
2587,202162.727434
2588,147797.532255
2589,146647.80087
2590,211735.151226
2591,223523.414608
2592,217932.139599
2593,257245.302204
2594,182546.952459
2595,205325.32393
2596,306121.946147
2597,181782.726984
2598,276367.319955
2599,327911.195558
2600,147582.047753
2601,135316.842847
2602,86067.997064
2603,91926.9974446
2604,89311.024864
2605,83499.3203905
2606,143656.951431
2607,188561.465099
2608,196135.626983
2609,170633.985224
2610,111080.091346
2611,129075.98619
2612,159715.621635
2613,127567.332464
2614,122551.697884
2615,151692.132508
2616,140003.871293
2617,174834.322278
2618,183117.224315
2619,204631.349406
2620,185692.882451
2621,178868.212154
2622,182351.117132
2623,244513.691821
2624,284128.714598
2625,291422.398842
2626,169021.0686
2627,174621.758335
2628,444573.826878
2629,497441.112949
2630,363784.974386
2631,461491.86868
2632,406375.252932
2633,309001.320761
2634,409859.38716
2635,155135.969393
2636,182613.183382
2637,174089.229218
2638,252711.976993
2639,186422.278957
2640,150978.417925
2641,104823.189295
2642,186190.229182
2643,106056.581557
2644,121679.705474
2645,103400.782813
2646,93062.7087961
2647,100680.46279
2648,136715.606727
2649,149930.775959
2650,141974.599478
2651,145043.591081
2652,407879.041206
2653,250305.955367
2654,258815.896255
2655,386092.114374
2656,325702.310728
2657,337339.248511
2658,293592.509035
2659,302754.051878
2660,343128.683457
2661,349117.266147
2662,358605.772195
2663,281222.724885
2664,278602.431412
2665,323503.486359
2666,279092.631056
2667,170487.038341
2668,178899.74215
2669,180363.603292
2670,277805.069354
2671,184584.429253
2672,189594.69318
2673,199602.54897
2674,196473.818508
2675,172861.024218
2676,190917.478521
2677,198840.672069
2678,252038.705549
2679,284452.906837
2680,282513.562943
2681,409492.731493
2682,319603.18035
2683,500286.391272
2684,310388.073107
2685,331292.264648
2686,250356.274809
2687,309850.618693
2688,222959.131545
2689,207101.671683
2690,422251.374111
2691,188934.883199
2692,137280.540097
2693,196536.88147
2694,133452.053426
2695,192894.992703
2696,187188.538058
2697,187384.815349
2698,197609.038456
2699,174384.371312
2700,160226.718121
2701,150387.840775
2702,111669.532007
2703,130754.657829
2704,140660.251984
2705,120220.217499
2706,114455.904035
2707,121340.580717
2708,133445.995105
2709,106570.856711
2710,126860.82364
2711,268798.636455
2712,375385.006766
2713,174241.567321
2714,150777.086598
2715,171012.098291
2716,157052.805833
2717,188747.8096
2718,224274.319522
2719,153858.062003
2720,170717.324406
2721,136593.32077
2722,159340.090285
2723,142025.449986
2724,125946.973351
2725,132696.855848
2726,147402.423961
2727,163630.136592
2728,179593.921754
2729,151174.758535
2730,148290.930552
2731,125323.451489
2732,126218.530423
2733,158416.663648
2734,138575.56273
2735,133412.08027
2736,137349.584302
2737,121185.736611
2738,137257.371971
2739,158036.605913
2740,133245.098431
2741,147363.136864
2742,153354.667416
2743,155552.266761
2744,152789.742922
2745,137208.009899
2746,136225.550416
2747,155869.663246
2748,128551.392834
2749,129354.915423
2750,129898.593467
2751,132647.143134
2752,227316.874004
2753,148463.143272
2754,191907.875581
2755,134868.614228
2756,91706.2785316
2757,72083.1779426
2758,86858.7152295
2759,161267.316323
2760,125396.276431
2761,142409.034195
2762,144432.401395
2763,187005.718717
2764,159610.128436
2765,277847.725006
2766,133606.545523
2767,88784.4898598
2768,127809.972287
2769,127639.090318
2770,146863.377307
2771,110699.687285
2772,116351.861212
2773,154442.454737
2774,140422.749787
2775,117787.803624
2776,141635.648228
2777,145746.13681
2778,119965.373833
2779,122690.447252
2780,100931.410428
2781,101503.669766
2782,97586.815976
2783,101295.424926
2784,125194.250358
2785,136847.464701
2786,70315.4612571
2787,122111.400252
2788,80437.4854737
2789,186615.357738
2790,94448.8174438
2791,113207.247082
2792,60611.2237772
2793,156180.291093
2794,102328.915406
2795,119110.041857
2796,99978.3203867
2797,187095.055957
2798,113069.263663
2799,118079.726072
2800,74822.524527
2801,114384.333721
2802,131179.773748
2803,162206.970455
2804,134979.4928
2805,96785.0369643
2806,86824.9421865
2807,157673.729467
2808,146859.252029
2809,129370.566581
2810,129188.454947
2811,159062.742399
2812,156148.253347
2813,156079.588308
2814,159821.768096
2815,97731.7970188
2816,236005.530672
2817,144738.169508
2818,131506.42858
2819,173045.893653
2820,137871.846645
2821,105414.09665
2822,192105.994326
2823,259075.015695
2824,170542.725772
2825,146833.18155
2826,131969.051263
2827,138274.633829
2828,209082.684451
2829,194396.84019
2830,229499.143805
2831,183768.308385
2832,227826.301834
2833,300643.784529
2834,219723.491089
2835,222816.873936
2836,192515.485954
2837,162861.933616
2838,147159.612624
2839,175216.724803
2840,199600.296323
2841,204823.65509
2842,226100.515281
2843,148652.821834
2844,170369.139142
2845,127073.354498
2846,211169.419775
2847,205553.351526
2848,214038.391241
2849,204151.616328
2850,279431.955262
2851,221994.888125
2852,232740.785738
2853,234114.242264
2854,137480.945259
2855,200400.151247
2856,205325.245521
2857,191973.422909
2858,202254.738856
2859,117745.579083
2860,126118.894212
2861,127294.936557
2862,186741.602372
2863,124594.139176
2864,249591.530459
2865,141406.806223
2866,137281.197775
2867,94667.9547056
2868,101215.501406
2869,103094.748097
2870,133793.928179
2871,94374.4264353
2872,55041.946675
2873,100890.575709
2874,138034.829489
2875,115243.972355
2876,162310.930201
2877,142730.817077
2878,165325.313067
2879,140160.379276
2880,106849.09441
2881,141708.102719
2882,168801.671524
2883,180166.117556
2884,190387.080849
2885,186373.199532
2886,209072.749949
2887,102532.660093
2888,136381.579121
2889,60839.1772122
2890,81612.3431717
2891,136225.487634
2892,47156.3885463
2893,87230.4929246
2894,57260.8045735
2895,329194.483416
2896,281009.188419
2897,204345.718908
2898,149750.639663
2899,219946.176984
2900,158766.394352
2901,197931.350659
2902,183753.674752
2903,334359.187113
2904,342713.553766
2905,92408.8186548
2906,198803.405697
2907,114989.238072
2908,128798.838802
2909,150484.549109
2910,79909.6182798
2911,84208.944399
2912,149776.887147
2913,85844.8590653
2914,82339.3384353
2915,87236.5788808
2916,85411.6412285
2917,159609.852106
2918,116108.118628
2919,229186.175158
